date,SPY,IWM,TLT,LQD,SHV
2014-06-11,158.6177,98.8197,78.9724,76.792,87.3665
2014-06-12,157.4947,98.2154,79.6754,77.039,87.3665
2014-06-13,157.9748,98.3856,79.6328,77.026,87.3744
2014-06-16,158.1049,98.8623,79.8316,77.0195,87.3744
2014-06-17,158.5444,99.5602,79.1996,76.7595,87.3586
2014-06-18,159.7081,100.2326,79.8103,77.2015,87.3586
2014-06-19,159.8871,100.3178,78.7878,76.9285,87.3665
2014-06-20,160.2117,100.6497,79.3843,77.078,87.3586
2014-06-23,160.1626,100.4539,79.1357,77.0715,87.3665
2014-06-24,159.1978,99.3815,79.9381,77.3966,87.3665
2014-06-25,159.9174,100.2241,80.144,77.4746,87.3665
2014-06-26,159.8029,100.0539,80.5274,77.6176,87.3744
2014-06-27,160.1136,100.7263,80.4067,77.6046,87.3744
2014-06-30,160.0318,101.1263,80.6056,77.5331,87.3744
2014-07-01,161.1029,102.1562,79.9306,77.2332,87.3744
2014-07-02,161.2665,101.7624,79.0764,76.9594,87.3665
2014-07-03,162.0596,102.3775,78.7916,76.8812,87.3744
2014-07-07,161.4955,100.6259,79.3683,77.0181,87.3744
2014-07-08,160.457,99.4041,80.2582,77.305,87.3744
2014-07-09,161.1765,99.5323,80.3222,77.4288,87.3744
2014-07-10,160.5388,98.4728,80.3436,77.3701,87.3665
2014-07-11,160.7595,98.3447,80.8562,77.6114,87.3665
2014-07-14,161.569,98.8488,80.5073,77.4483,87.3744
2014-07-15,161.2665,97.8747,80.3436,77.3636,87.3744
2014-07-16,161.8633,97.6098,80.7707,77.5462,87.3744
2014-07-17,160.0236,96.1061,81.7887,77.8395,87.3744
2014-07-18,161.6589,97.6013,81.5253,77.7352,87.3744
2014-07-21,161.3564,97.2083,81.9311,77.7352,87.3744
2014-07-22,162.0596,98.0285,82.1019,77.7939,87.3665
2014-07-23,162.4193,98.1481,81.9952,77.8852,87.3744
2014-07-24,162.4275,97.9516,81.3829,77.5788,87.3744
2014-07-25,161.6671,97.063,82.344,77.8786,87.3665
2014-07-28,161.7325,96.576,82.2301,77.7874,87.3665
2014-07-29,161.0375,96.8409,82.5291,77.8591,87.3744
2014-07-30,161.0621,97.2253,81.3829,77.5005,87.3665
2014-07-31,157.8814,95.0038,81.1409,77.2854,87.3665
2014-08-01,157.399,94.5681,81.769,77.6835,87.3744
2014-08-04,158.5355,95.4054,81.5548,77.7031,87.3744
2014-08-05,156.9983,95.1662,81.8189,77.7816,87.3665
2014-08-06,157.0474,95.4652,81.8689,77.6443,87.3744
2014-08-07,156.197,95.0038,82.6326,77.847,87.3744
2014-08-08,158.004,95.9266,82.4542,77.8274,87.3823
2014-08-11,158.4619,96.8409,82.4471,77.8601,87.3744
2014-08-12,158.2411,96.1744,81.9118,77.8209,87.3665
2014-08-13,159.3123,96.9263,82.4471,77.9778,87.3665
2014-08-14,160.0646,97.0716,83.1108,78.0627,87.3665
2014-08-15,160.0318,96.8836,84.0174,78.3373,87.3744
2014-08-18,161.3728,98.2934,83.1822,78.1608,87.3744
2014-08-19,162.215,98.6352,82.9253,78.1085,87.3744
2014-08-20,162.6483,98.2165,82.7897,77.932,87.3744
2014-08-21,163.1226,98.4301,83.2536,78.2,87.3823
2014-08-22,162.8691,98.4386,83.7176,78.2981,87.3823
2014-08-25,163.6949,98.9,84.0317,78.4223,87.3744
2014-08-26,163.8013,99.7972,83.7604,78.4746,87.3665
2014-08-27,163.7358,99.5494,84.4742,78.6054,87.3665
2014-08-28,163.6459,99.0368,84.9167,78.7754,87.3665
2014-08-29,164.112,99.5921,84.9738,78.8342,87.3744
2014-09-02,164.0302,100.139,83.508,78.4592,87.3744
2014-09-03,163.9402,99.5067,83.973,78.5641,87.3744
2014-09-04,163.7031,99.1222,82.95,78.0068,87.3665
2014-09-05,164.439,99.4383,82.7926,78.0199,87.3665
2014-09-08,164.0138,99.5921,82.8283,77.8888,87.3665
2014-09-09,162.9753,98.413,82.7639,77.679,87.3665
2014-09-10,163.5886,98.994,82.2417,77.5544,87.3665
2014-09-11,163.7767,99.6348,81.9699,77.4954,87.3665
2014-09-12,162.8201,98.5753,81.1113,77.1217,87.3665
2014-09-15,162.6974,97.4987,81.233,77.1414,87.3744
2014-09-16,163.9239,97.7722,80.9039,77.1283,87.3744
2014-09-17,164.1446,98.0285,80.6965,76.9185,87.3744
2014-09-18,165.0195,98.6266,80.954,77.0561,87.3744
2014-09-19,164.8709,97.3792,81.9842,77.3577,87.3823
2014-09-22,163.5976,96.0121,82.0843,77.4298,87.3823
2014-09-23,162.661,95.1149,82.5923,77.5544,87.3823
2014-09-24,163.9343,95.976,82.1344,77.3708,87.3823
2014-09-25,161.2892,94.3566,83.1073,77.6003,87.3903
2014-09-26,162.5707,95.2049,82.9857,77.4298,87.3903
2014-09-29,162.2749,95.1278,83.651,77.397,87.3903
2014-09-30,161.8478,93.6884,83.1788,77.5085,87.3586
2014-10-01,159.6544,92.3604,84.7918,77.9786,87.3744
2014-10-02,159.6791,93.2428,84.0531,77.9721,87.3744
2014-10-03,161.4371,93.9454,84.4117,78.1956,87.3586
2014-10-06,161.2481,93.1401,84.4619,78.2351,87.3665
2014-10-07,158.759,91.6064,85.6023,78.5178,87.3744
2014-10-08,161.5356,93.3628,85.6237,78.9188,87.3744
2014-10-09,158.3319,90.8439,85.2508,78.5901,87.3823
2014-10-10,156.5246,89.7386,86.0971,78.6559,87.3744
2014-10-13,153.9534,89.3788,86.6206,78.8597,87.3823
2014-10-14,154.1916,90.4241,87.1872,79.0372,87.3823
2014-10-15,153.1483,91.3322,87.8757,79.0964,87.3665
2014-10-16,153.0169,92.3604,87.3163,78.9188,87.3665
2014-10-17,154.8242,92.0862,86.8286,78.886,87.3665
2014-10-20,156.3275,93.1658,87.1441,79.0306,87.3823
2014-10-21,159.4244,94.6994,86.4485,78.9846,87.3823
2014-10-22,158.2908,93.3457,86.5417,78.8531,87.3823
2014-10-23,160.1309,94.9993,85.7743,78.7019,87.3823
2014-10-24,161.3631,95.162,85.8604,78.7348,87.3823
2014-10-27,161.1414,95.1106,86.0182,78.8334,87.3823
2014-10-28,162.9896,97.8181,85.4803,78.5704,87.3823
2014-10-29,162.7433,97.5867,85.6739,78.4257,87.3744
2014-10-30,163.7865,98.4178,85.7457,78.4784,87.3665
2014-10-31,165.6595,99.8657,85.5234,78.4652,87.3744
2014-11-03,165.7498,99.6944,85.5233,78.3102,87.3665
2014-11-04,165.1748,99.2317,85.7893,78.4223,87.3744
2014-11-05,166.2181,99.4116,85.6671,78.2773,87.3744
2014-11-06,166.8835,99.84,85.1136,78.0399,87.3665
2014-11-07,167.0395,99.9943,86.0912,78.5344,87.3665
2014-11-10,167.5653,100.4912,85.3004,78.1388,87.3744
2014-11-11,167.7295,100.5597,85.358,78.1322,87.3744
2014-11-12,167.5489,101.0138,85.2861,78.1256,87.3744
2014-11-13,167.7378,100.1571,85.4874,78.0399,87.3744
2014-11-14,167.7789,99.9771,85.9043,78.1388,87.3744
2014-11-17,167.8856,99.1461,85.6887,77.9542,87.3744
2014-11-18,168.855,99.7201,85.9259,78.0201,87.3744
2014-11-19,168.5839,98.6577,85.3796,77.6047,87.3744
2014-11-20,168.8797,99.7629,85.8253,77.9014,87.3744
2014-11-21,169.7832,99.8829,86.3429,78.2377,87.3744
2014-11-24,170.2598,101.0738,86.4148,78.363,87.3586
2014-11-25,170.1365,101.1509,87.1337,78.6993,87.3586
2014-11-26,170.5719,101.485,87.371,78.9695,87.3744
2014-11-28,170.2104,99.9771,88.0611,79.1806,87.3665
2014-12-01,169.0275,98.4178,87.5474,78.9062,87.3744
2014-12-02,170.1201,99.6002,86.6971,78.3772,87.3665
2014-12-03,170.7773,100.5597,87.0357,78.4566,87.3665
2014-12-04,170.5883,100.0799,87.7635,78.5822,87.3665
2014-12-05,170.8676,100.8339,87.252,78.2582,87.3665
2014-12-08,169.7258,99.5744,88.3184,78.6285,87.3507
2014-12-09,169.6108,101.2451,88.7723,78.6946,87.3507
2014-12-10,166.8917,99.0947,89.4208,78.6681,87.3507
2014-12-11,167.7378,99.4888,89.7883,78.5888,87.3586
2014-12-12,165.0269,98.2807,91.006,78.7144,87.3586
2014-12-15,163.8933,97.2868,90.8186,78.8996,87.3665
2014-12-16,162.5789,97.1497,91.9428,78.8731,87.3665
2014-12-17,165.7662,100.1485,91.1141,78.893,87.3665
2014-12-18,169.8654,101.6393,89.4929,78.9723,87.3507
2014-12-19,170.5882,101.8706,90.6962,78.9326,87.3586
2014-12-22,171.373,102.5646,90.8186,79.1838,87.3348
2014-12-23,171.6042,102.6931,89.0173,78.5822,87.3427
2014-12-24,171.6207,102.9898,89.5018,78.8354,87.3507
2014-12-26,172.1741,103.6606,89.834,78.8951,87.3507
2014-12-29,172.4054,104.0991,90.5055,79.0476,87.3348
2014-12-30,171.4803,103.4886,90.7511,79.1139,87.3427
2014-12-31,169.7787,102.8694,90.9243,79.1669,87.3586
2015-01-02,169.6878,102.276,91.9352,79.4454,87.3427
2015-01-05,166.6233,100.9087,93.3794,79.7703,87.3427
2015-01-06,165.0539,99.1629,95.0619,80.0951,87.3507
2015-01-07,167.1107,100.3841,94.8741,80.2012,87.3507
2015-01-08,170.0761,102.0868,93.6177,79.9426,87.3507
2015-01-09,168.7132,101.1064,94.643,80.1548,87.3586
2015-01-12,167.3915,100.771,95.1846,80.3073,87.3744
2015-01-13,166.9207,100.8485,95.1846,80.3802,87.3665
2015-01-14,165.913,100.4443,95.9067,80.5194,87.3665
2015-01-15,164.3931,98.7501,97.4159,80.9372,87.3744
2015-01-16,166.549,100.3583,96.1739,80.4863,87.3744
2015-01-20,166.9042,99.9369,97.452,80.6719,87.3744
2015-01-21,167.7467,99.6187,96.3255,80.6387,87.3665
2015-01-22,170.2413,101.6482,95.9789,80.599,87.3744
2015-01-23,169.3079,101.5794,97.3147,81.0697,87.3744
2015-01-26,169.7044,102.5598,97.0187,81.0498,87.3665
2015-01-27,167.4659,102.0696,97.1704,81.1095,87.3665
2015-01-28,165.3183,100.3497,98.7589,81.6598,87.3586
2015-01-29,166.8464,101.7342,98.109,81.4675,87.3823
2015-01-30,164.7483,99.4983,99.8492,82.1371,87.3665
2015-02-02,166.7885,100.4099,99.4723,82.2136,87.3823
2015-02-03,169.2005,102.2072,97.3668,81.5488,87.3903
2015-02-04,168.5562,101.8288,97.5332,81.6618,87.3744
2015-02-05,170.2578,103.1446,96.4623,81.4025,87.3744
2015-02-06,169.7869,103.0328,94.7548,80.5516,87.3744
2015-02-09,169.0271,102.2158,94.6029,80.6048,87.3744
2015-02-10,170.8277,102.8694,93.8504,80.3854,87.3665
2015-02-11,170.9269,102.7232,94.024,80.4386,87.3744
2015-02-12,172.5706,103.8927,93.7129,80.6447,87.3665
2015-02-13,173.281,104.5119,92.7506,80.3256,87.3744
2015-02-17,173.5536,104.8387,91.3542,79.9533,87.3823
2015-02-18,173.5701,104.9505,91.8968,80.2392,87.3903
2015-02-19,173.4462,104.9591,91.289,80.2259,87.3903
2015-02-20,174.487,105.2429,91.5568,80.3455,87.3823
2015-02-23,174.4622,105.3461,92.6059,80.6181,87.3744
2015-02-24,174.9578,105.4837,93.8214,81.1433,87.3744
2015-02-25,174.8092,105.6041,94.2266,81.2164,87.3744
2015-02-26,174.6026,105.9911,92.9387,80.7776,87.3744
2015-02-27,174.0079,105.4149,93.7201,80.9704,87.3823
2015-03-02,175.1065,106.1803,91.9744,80.2685,87.3744
2015-03-03,174.3879,105.5525,91.641,80.2219,87.3665
2015-03-04,173.6527,105.2257,91.6699,80.1685,87.3823
2015-03-05,173.8427,105.5353,91.554,80.2752,87.3665
2015-03-06,171.3976,104.2023,89.5314,79.422,87.3744
2015-03-09,172.1081,104.6581,90.3578,79.7419,87.3665
2015-03-10,169.3161,103.4541,91.5467,79.8686,87.3744
2015-03-11,168.9197,104.0906,92.2137,80.2752,87.3665
2015-03-12,171.0673,105.8191,92.1484,80.1952,87.3665
2015-03-13,170.0183,105.4407,91.8657,79.9686,87.3744
2015-03-16,172.2898,106.0599,92.7501,80.0486,87.3744
2015-03-17,171.7777,106.3437,93.5186,80.1819,87.3665
2015-03-18,173.8427,107.195,95.3237,81.1684,87.3586
2015-03-19,173.0497,107.4014,94.838,80.7551,87.3665
2015-03-20,174.5773,108.3474,95.3382,80.9818,87.3665
2015-03-23,174.237,108.2528,95.2222,81.1684,87.3744
2015-03-24,173.258,108.227,96.1429,81.2884,87.3665
2015-03-25,170.7191,105.6418,95.3309,81.0217,87.3665
2015-03-26,170.3125,105.5124,93.8448,80.5218,87.3665
2015-03-27,170.7025,106.1852,95.012,80.8418,87.3665
2015-03-30,172.785,107.6258,94.5407,80.9818,87.3665
2015-03-31,171.275,107.2807,94.7437,81.1284,87.3744
2015-04-01,170.6693,107.3239,95.9882,81.3616,87.3744
2015-04-02,171.2833,107.5222,94.9711,81.228,87.3665
2015-04-06,172.4366,107.9967,94.4408,81.3349,87.3744
2015-04-07,171.9803,107.3066,95.2327,81.629,87.3744
2015-04-08,172.5611,108.2296,95.2617,81.6023,87.3823
2015-04-09,173.3244,107.8414,94.0267,81.1879,87.3823
2015-04-10,174.2702,108.359,94.1648,81.3015,87.3823
2015-04-13,173.482,108.428,94.2955,81.2748,87.3744
2015-04-14,173.8138,108.4021,94.9639,81.4619,87.3823
2015-04-15,174.5938,109.1612,94.8839,81.5154,87.3823
2015-04-16,174.544,109.1008,94.4118,81.4686,87.3823
2015-04-17,172.5361,107.3325,95.4941,81.6891,87.3823
2015-04-20,174.1126,108.3849,94.6515,81.4953,87.3744
2015-04-21,173.9052,108.2727,94.2229,81.4753,87.3744
2015-04-22,174.7597,108.4366,92.7845,80.9473,87.3744
2015-04-23,175.1995,108.9283,93.184,81.1545,87.3823
2015-04-24,175.606,108.566,93.7652,81.3082,87.3744
2015-04-27,174.8759,107.367,93.7652,81.248,87.3744
2015-04-28,175.4317,107.9622,92.4721,80.7668,87.3823
2015-04-29,174.71,106.789,91.3388,80.0984,87.3744
2015-04-30,172.9593,104.529,91.4986,80.1653,87.3823
2015-05-01,174.8344,105.2105,90.2669,79.7229,87.3744
2015-05-04,175.3323,105.59,89.4152,79.4682,87.3823
2015-05-05,173.3244,104.2444,89.2914,79.3342,87.3903
2015-05-06,172.6109,104.6067,87.7627,78.9924,87.3823
2015-05-07,173.2995,105.0035,88.942,79.3074,87.3903
2015-05-08,175.5811,105.7884,89.1822,79.7631,87.3903
2015-05-11,174.7432,105.8488,87.0129,78.9589,87.3823
2015-05-12,174.2204,105.6591,87.2386,78.8449,87.3903
2015-05-13,174.2536,105.6591,86.5397,78.7712,87.3823
2015-05-14,176.0707,106.7804,86.7727,79.0392,87.3823
2015-05-15,176.2616,106.6596,88.5125,79.5889,87.3823
2015-05-18,176.8091,107.8673,87.0275,78.979,87.3823
2015-05-19,176.7511,107.7206,86.2559,78.5567,87.3823
2015-05-20,176.6266,107.919,86.4014,78.6505,87.3823
2015-05-21,177.141,107.7983,87.6098,79.0259,87.3823
2015-05-22,176.7178,107.3325,87.6462,78.9723,87.3823
2015-05-26,174.8178,106.306,89.1458,79.3208,87.3823
2015-05-27,176.4772,107.6085,89.3497,79.4012,87.3823
2015-05-28,176.2781,107.5136,89.1313,79.2336,87.3903
2015-05-29,175.1828,106.8667,89.3279,79.2672,87.3823
2015-06-01,175.5396,107.2031,88.3678,78.8229,87.3823
2015-06-02,175.3654,107.4101,87.1349,78.4197,87.3823
2015-06-03,175.8301,108.4797,85.7342,77.9156,87.3903
2015-06-04,174.3449,107.3929,86.8504,78.3189,87.3823
2015-06-05,174.0462,108.1692,85.7925,77.9223,87.3744
2015-06-08,172.9759,107.6689,85.6977,77.8685,87.3744
2015-06-09,172.951,107.3411,85.0192,77.519,87.3744
2015-06-10,175.0253,108.6781,84.2751,77.3107,87.3823
2015-06-11,175.5894,108.9542,86.0479,77.9963,87.3903
2015-06-12,174.2453,108.6264,86.0479,77.8618,87.3823
2015-06-15,173.4986,108.2813,86.1865,77.8484,87.3744
2015-06-16,174.4444,109.049,86.8649,78.0433,87.3744
2015-06-17,174.7266,108.8851,86.1938,78.0366,87.3903
2015-06-18,176.5436,110.3429,85.7707,77.8954,87.3744
2015-06-19,175.7599,110.2912,86.8723,78.3121,87.3823
2015-06-22,176.6603,111.0503,85.0995,77.6938,87.3823
2015-06-23,176.7853,111.2831,84.5888,77.519,87.3823
2015-06-24,175.5014,110.3429,85.3183,77.7341,87.3823
2015-06-25,174.9679,110.2826,85.0192,77.6064,87.3903
2015-06-26,174.9345,109.9806,84.0636,77.2502,87.3744
2015-06-29,171.266,107.2031,86.2887,77.9223,87.3823
2015-06-30,171.6245,107.7034,85.6904,77.7744,87.3903
2015-07-01,173.0002,108.0226,84.5337,77.5251,87.3823
2015-07-02,172.8418,107.2247,84.8116,77.8216,87.3903
2015-07-06,172.3499,107.1901,86.3835,78.1317,87.3903
2015-07-07,173.4338,107.3114,87.1951,78.4552,87.3903
2015-07-08,170.524,105.6741,87.9481,78.563,87.4061
2015-07-09,170.8325,106.0553,86.2154,78.044,87.3903
2015-07-10,172.9836,107.5279,84.8482,77.5453,87.3903
2015-07-13,174.8928,108.7407,84.5849,77.3768,87.3982
2015-07-14,175.6515,109.347,84.8628,77.4442,87.3982
2015-07-15,175.5931,108.7667,85.7621,77.6464,87.3982
2015-07-16,177.0021,109.4164,86.3543,77.7677,87.3982
2015-07-17,177.1523,108.9399,86.8003,77.8216,87.3982
2015-07-20,177.2439,108.3509,86.4347,77.6397,87.3823
2015-07-21,176.5436,107.8398,86.9027,77.8014,87.3823
2015-07-22,176.2267,108.2383,87.4437,77.9025,87.3823
2015-07-23,175.2346,107.0428,88.5331,78.1317,87.3823
2015-07-24,173.4171,105.319,88.7525,78.0979,87.3903
2015-07-27,172.4082,104.4441,89.2276,78.1047,87.3823
2015-07-28,174.526,105.3363,88.577,78.044,87.3823
2015-07-29,175.7265,105.6308,88.2479,77.9766,87.3823
2015-07-30,175.7682,105.934,88.9279,78.0171,87.3823
2015-07-31,175.5014,106.5144,89.5859,78.4214,87.3744
2015-08-03,174.9095,105.986,90.5289,78.604,87.3823
2015-08-04,174.5677,105.7348,89.8109,78.2052,87.3744
2015-08-05,175.1429,105.9773,89.1367,77.9011,87.3823
2015-08-06,173.7089,104.548,89.9281,78.0497,87.3823
2015-08-07,173.3753,103.8464,91.1078,78.3201,87.3823
2015-08-10,175.5598,105.0418,89.9794,78.0092,87.3665
2015-08-11,173.9757,104.1409,91.4082,78.3336,87.3744
2015-08-12,174.1841,103.9416,90.9099,78.212,87.3665
2015-08-13,173.9674,103.5951,90.6169,77.9416,87.3665
2015-08-14,174.601,104.2621,90.8294,78.0159,87.3665
2015-08-17,175.5765,105.3623,91.2397,78.2661,87.3665
2015-08-18,175.0679,104.522,90.5216,77.9686,87.3665
2015-08-19,173.6838,103.4392,91.4156,78.3472,87.3665
2015-08-20,170.0572,100.8231,92.3388,78.3944,87.3823
2015-08-21,164.938,99.645,92.6172,78.4147,87.3744
2015-08-24,157.9929,95.7555,92.5879,78.1985,87.3903
2015-08-25,156.1338,95.0192,91.1005,77.7997,87.3823
2015-08-26,162.1283,97.4361,89.3419,77.7523,87.3823
2015-08-27,166.1386,99.1772,89.3932,77.8267,87.3823
2015-08-28,166.1469,100.1561,89.657,77.9686,87.3744
2015-08-31,164.8046,99.7923,88.9682,77.7726,87.3823
2015-09-01,159.8855,96.9336,89.6093,78.2437,87.3831
2015-09-02,162.9203,98.6748,88.8382,78.1285,87.3831
2015-09-03,163.0371,98.5189,89.2715,78.5014,87.3911
2015-09-04,160.5692,97.7739,90.0866,78.6776,87.3911
2015-09-08,164.6045,100.0088,88.7574,78.3116,87.3831
2015-09-09,162.4035,98.8568,89.1834,78.481,87.3831
2015-09-10,163.2872,99.3072,88.5812,78.3251,87.3673
2015-09-11,164.0293,99.775,89.1393,78.3793,87.3673
2015-09-14,163.4206,99.3158,89.2788,78.3725,87.3752
2015-09-15,165.4633,100.4333,87.5678,77.7828,87.3515
2015-09-16,166.8972,101.2996,87.2374,77.9251,87.3673
2015-09-17,166.522,101.6461,88.3022,78.5692,87.3594
2015-09-18,163.8009,100.2427,89.6607,78.8064,87.399
2015-09-21,164.6473,100.0608,88.1994,78.4064,87.3911
2015-09-22,162.5103,98.5449,89.4257,78.7454,87.399
2015-09-23,162.2504,98.2504,89.4183,78.6979,87.399
2015-09-24,161.6637,98.0858,90.0278,78.7115,87.399
2015-09-25,161.6219,96.7948,89.2495,78.4742,87.4148
2015-09-28,157.5656,94.0844,90.7769,78.6098,87.4069
2015-09-29,157.6578,93.4155,91.0339,78.7115,87.4069
2015-09-30,160.5995,94.8662,90.7181,78.6979,87.4069
2015-10-01,161.0185,94.7011,91.1052,78.6803,87.4141
2015-10-02,163.4237,96.1085,91.657,79.027,87.4219
2015-10-05,166.3319,98.402,90.4135,78.8162,87.4141
2015-10-06,165.7619,97.7244,90.8035,78.9726,87.4219
2015-10-07,167.1196,99.4532,90.5017,79.2514,87.4219
2015-10-08,168.6282,100.348,89.7438,78.9386,87.4141
2015-10-09,168.7288,100.5478,89.9793,78.9726,87.4219
2015-10-12,168.888,100.4001,90.6637,79.2921,87.4141
2015-10-13,167.8236,99.0275,90.8182,79.2309,87.4141
2015-10-14,167.0191,98.0545,91.6129,79.5437,87.4219
2015-10-15,169.5836,100.4001,91.164,79.5097,87.4141
2015-10-16,170.3546,100.2698,91.1934,79.5369,87.4141
2015-10-19,170.4384,100.4609,90.9433,79.53,87.4061
2015-10-20,170.2204,100.3219,90.384,79.3805,87.4141
2015-10-21,169.1645,98.7929,91.2818,79.7748,87.4061
2015-10-22,172.0223,99.6617,91.4363,79.9448,87.4141
2015-10-23,173.908,100.6433,90.6563,79.6525,87.3982
2015-10-26,173.4806,99.9571,91.2597,79.7953,87.3903
2015-10-27,173.1454,98.8624,91.4878,79.8156,87.3982
2015-10-28,175.1148,101.7466,91.1198,79.5029,87.3903
2015-10-29,175.0143,100.6607,89.6703,78.9454,87.3823
2015-10-30,174.26,100.2003,90.3472,79.1493,87.3823
2015-11-02,176.3216,102.2852,89.932,78.8092,87.3641
2015-11-03,176.8329,102.8152,89.1946,78.816,87.372
2015-11-04,176.2965,102.763,89.2979,78.7273,87.3641
2015-11-05,176.1205,102.8412,89.0619,78.7478,87.372
2015-11-06,176.0283,103.571,87.7566,78.2364,87.3483
2015-11-09,174.3857,102.3548,87.2625,78.1069,87.3641
2015-11-10,174.788,102.6588,87.5206,78.3047,87.3483
2015-11-11,174.1008,101.764,87.3362,78.2978,87.3483
2015-11-12,171.6703,99.818,87.7566,78.2705,87.3562
2015-11-13,169.7428,99.097,88.258,78.5023,87.3483
2015-11-16,172.3241,99.9484,88.1769,78.516,87.3641
2015-11-17,172.1983,99.5661,88.3244,78.5978,87.3562
2015-11-18,174.9305,101.2515,88.5088,78.6182,87.3562
2015-11-19,174.7796,100.8258,89.0987,78.85,87.3641
2015-11-20,175.4165,101.4773,88.8258,78.8364,87.3562
2015-11-23,175.2155,101.9812,89.0987,78.8637,87.3562
2015-11-24,175.4501,102.7283,89.0914,78.891,87.3641
2015-11-25,175.4249,103.5276,89.2979,78.966,87.372
2015-11-27,175.626,103.9185,89.2093,78.9933,87.372
2015-11-30,174.897,103.4668,89.5633,79.0273,87.372
2015-12-01,176.5647,104.1531,90.7731,79.6215,87.3609
2015-12-02,174.7628,103.0324,90.8026,79.4301,87.3609
2015-12-03,172.3157,101.2949,88.3344,78.3771,87.3609
2015-12-04,175.6763,102.32,89.1103,78.801,87.3609
2015-12-07,174.612,100.7823,89.9749,78.9378,87.3372
2015-12-08,173.4386,100.2264,90.0193,78.8352,87.3134
2015-12-09,172.0894,99.1057,89.9232,78.8147,87.3134
2015-12-10,172.5335,99.4358,90.0415,78.63,87.3213
2015-12-11,169.1897,97.2205,91.4604,78.7668,87.3292
2015-12-14,170.0445,96.5255,90.2779,78.1856,87.3213
2015-12-15,171.8295,97.9155,89.7459,78.1924,87.3134
2015-12-16,174.3438,99.4097,89.5537,78.1788,87.3134
2015-12-17,171.6871,98.3499,90.5662,78.2677,87.3292
2015-12-18,168.6284,96.847,91.0687,78.2677,87.3372
2015-12-21,170.0195,97.5767,91.0465,78.3224,87.3372
2015-12-22,171.5624,98.4715,90.3888,78.2198,87.3451
2015-12-23,173.6869,99.7138,89.7089,78.2882,87.3451
2015-12-24,173.4002,99.9023,90.2228,78.5433,87.3618
2015-12-28,173.004,99.4398,90.4895,78.4473,87.3538
2015-12-29,174.8503,100.513,88.9861,78.0428,87.3697
2015-12-30,173.6109,99.5009,88.8972,78.0428,87.3697
2015-12-31,171.8742,98.2619,89.2972,78.173,87.3618
2016-01-04,169.4716,95.9847,89.9414,78.1319,87.3618
2016-01-05,169.7582,96.1941,89.5786,78.173,87.3697
2016-01-06,167.6169,94.7283,90.7856,78.4816,87.3538
2016-01-07,163.5955,92.198,90.9486,78.5433,87.3618
2016-01-08,161.7997,90.61,91.3559,78.605,87.3697
2016-01-11,161.9599,90.2174,90.3562,78.3513,87.3618
2016-01-12,163.2667,90.4879,91.6596,78.5296,87.3697
2016-01-13,159.1946,87.5824,92.563,78.7695,87.3697
2016-01-14,161.8082,88.7952,91.6966,78.3787,87.3855
2016-01-15,158.3347,87.3556,93.1259,78.2622,87.3934
2016-01-19,158.5455,86.1777,92.837,77.9125,87.4252
2016-01-20,156.5137,86.5354,93.8146,78.029,87.4331
2016-01-21,157.3905,86.3348,93.1777,77.8027,87.4331
2016-01-22,160.6194,88.4462,92.8222,77.8508,87.4172
2016-01-25,158.1915,86.4831,93.3258,77.7685,87.4172
2016-01-26,160.3496,88.2106,93.3703,77.9879,87.4172
2016-01-27,158.6046,86.9978,93.348,77.7753,87.4172
2016-01-28,159.4307,86.9804,93.4813,77.8645,87.4172
2016-01-29,163.3172,89.8335,94.2738,78.269,87.4252
2016-02-01,163.2582,89.4234,93.9852,78.0194,87.4085
2016-02-02,160.3159,87.4952,95.7287,78.1638,87.4323
2016-02-03,161.2771,87.6086,94.9348,77.9712,87.4403
2016-02-04,161.5299,87.9489,95.3949,78.0056,87.4403
2016-02-05,158.4527,85.5408,95.5062,77.9919,87.4243
2016-02-08,156.3198,84.136,97.5614,78.3976,87.4243
2016-02-09,156.3283,83.5689,97.6653,78.1294,87.4403
2016-02-10,156.1934,83.6125,98.526,78.2257,87.4323
2016-02-11,154.1616,82.7051,99.216,78.487,87.4403
2016-02-12,157.34,84.2756,97.5688,78.0469,87.4482
2016-02-16,159.9956,86.2736,96.5375,77.6755,87.4482
2016-02-17,162.609,87.6261,95.9439,77.6549,87.4482
2016-02-18,161.943,87.2073,97.1237,78.2876,87.4561
2016-02-19,161.8671,87.6435,97.2053,78.2326,87.4482
2016-02-22,164.2109,88.6207,97.1533,78.3907,87.4323
2016-02-23,162.137,87.8093,97.5466,78.5489,87.4482
2016-02-24,162.8788,88.6556,97.3537,78.6245,87.4403
2016-02-25,164.8516,89.4671,97.7024,79.0647,87.4403
2016-02-26,164.4722,90.0342,96.7601,79.0371,87.4403
2016-02-29,163.1823,89.6328,97.183,79.0922,87.4561
2016-03-01,167.0182,91.5611,95.4717,78.6611,87.4164
2016-03-02,167.7686,92.5034,95.8657,78.8197,87.4323
2016-03-03,168.4261,93.4719,96.2152,79.1922,87.4403
2016-03-04,168.9741,93.9866,95.5981,79.1784,87.4323
2016-03-07,169.109,95.0075,95.5684,79.2681,87.4323
2016-03-08,167.2628,92.7128,96.624,79.6888,87.4403
2016-03-09,168.089,93.1839,96.0367,79.5992,87.4482
2016-03-10,168.2238,92.4249,95.6427,79.9302,87.4482
2016-03-11,170.9385,94.4055,94.6763,80.1578,87.4403
